"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"VMSDT: a device independent mobile service development tool","Liu YingQun; Wang KeHong","Dcpartincnt of Computer Science, Tsinghua University, Beijing, China; Dcpartincnt of Computer Science, Tsinghua University, Beijing, China","14th IEEE Proceedings on Personal, Indoor and Mobile Radio Communications, 2003. PIMRC 2003.","21 Jan 2004","2003","2","","1613","1617 vol.2","Mobile commerce has attracted increasingly attention recently and Web based service plays more and more important role in the future. However, many problems need to be solved when building this kind of service. In that, device diversity is the most troublesome one. In this article, we introduce a project called VMSDT, which provides a device independent usual development environment to construct Web-based mobile service. It provides solutions for the diversity of device language. It stresses on the extensibility not only in visual design and result file conversion. In this article, we first analyze design issues resulted from the diversity of device language and introduce related works. Then, we present the system architecture of this tool and discuss the implementation strategies and algorithms of the two core components IEE and converter in detail. In the end, we draw a conclusion and specify the future work.","","0-7803-7822-9","10.1109/PIMRC.2003.1260387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1260387","","Page description languages;Business;Buildings;Algorithm design and analysis;Costs;Occupational stress;Independent component analysis;Statistics;Mobile computing;Computer science","","","","12","IEEE","21 Jan 2004","","","IEEE","IEEE Conferences"
"An Agent-based Component for Web Geographic Information Systems","Y. Ren; J. Peng","Applied Technology College, Soochow University, Suzhou, Jiangsu, China; Applied Technology College, Soochow University, Suzhou, Jiangsu, China",2012 International Conference on Industrial Control and Electronics Engineering,"4 Oct 2012","2012","","","1127","1130","GIS is wildly used in archaeology, geography, cartography, remote sensing, land surveying, public utility management, natural resource management, precision agriculture, photogrammetry, urban planning, emergency management, landscape architecture, navigation, aerial video and localized search engines. We propose an intelligent agent-based component for Web GIS. The component comprises serveral coordinated agents for users to retrieve geographic information. Function logic of server part, processing logic of client part and underlying operation of system, including interaction with operating system, network, and database, are separately designed so as achieve maximal stability. Independence between modules ensures extensibility. Advanced functions such as map management, user management and data management are also integrated. By the Web GIS component, users can conduct roaming and zooming in several map layers, spatial information analysis and retrieval. The component provides API for application developers, data distributors and spatial database engine vendors so that they can add dynamic, data-driven map to applications. The component can be integrated into development environment easily, reducing application system complexity, easing development progress, sparing as much cost as possible and promoting maintainability as well.","","978-1-4673-1450-3","10.1109/ICICEE.2012.299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6322588","geographic information system;Web GIS;agent;component","Geographic information systems;Servers;Conferences;Information systems;Spatial databases;Mobile communication","","","","29","IEEE","4 Oct 2012","","","IEEE","IEEE Conferences"
"Development environment for designing and testing inspection systems","D. Brzakovic; N. Vujovic","Electrical Engineering and Computer Science Department, Lehigh University, Bethlehem, PA, USA; Electrical Engineering and Computer Science Department, Lehigh University, Bethlehem, PA, USA","Proceedings of the 12th IAPR International Conference on Pattern Recognition, Vol. 2 - Conference B: Computer Vision & Image Processing. (Cat. No.94CH3440-5)","6 Aug 2002","1994","","","366","369 vol.3","This paper describes the development environment for the design and testing of an expert system for web material inspection. The environment incorporates five sub-systems: sensing, detection, characterization, feature analysis, and classification. Each sub-system consists of a number of modules targeted at performing specific functions and containing adaptive image processing and pattern recognition algorithms. An example of defect classification in web materials is considered. The results are summarized and interpreted.","","0-8186-6275-1","10.1109/ICPR.1994.577205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577205","","System testing;Inspection;Materials testing;Expert systems;Costs;Computer vision;Image processing;Pattern recognition;Quality control;Electrical equipment industry","","","","5","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Modelibra education","D. Ridjanovic","Université Laval, QUE, Canada",2011 Proceedings of the 34th International Convention MIPRO,"28 Jul 2011","2011","","","1163","1167","Education in information systems requires at least an exploration of alternatives in teaching software development. The following phrase is from the Free Software Foundation [1]: ""To use free software is to make a political and ethical choice asserting the right to learn, and share what we learn with others."" At first, it is not obvious how this freedom could be applied to education. In software, services around free software [2] provide an added value that customers are ready to pay for. In education, free course material has a potential of free software. Free course material supports the right to learn and share what we learn with others. However, educational services, such as teaching courses, may hopefully provide added values. In order to provide some examples, I will focus in this paper on using free software in education of students in information systems. I will start with the issue of providing some basic development skills to new Web generations of students. In order to break from the old ways of educating, the free course material is spread over the Web with a base at the Assembla [3] development environment.","","978-953-233-059-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5967232","","Object oriented modeling;Software;Programming;Java;Spirals;Internet;Information services","","","","36","","28 Jul 2011","","","IEEE","IEEE Conferences"
"Audio content-based feature extraction algorithms using J-DSP for arts, media and engineering courses","M. Shah; G. Wichern; A. Spanias; H. Thornburg","School of ECEE, SenSIP Center, Arizona State University, USA; School of ECEE, SenSIP Center, Arizona State University, USA; School of ECEE, SenSIP Center, Arizona State University, USA; School of ECEE, SenSIP Center, Arizona State University, USA",2010 IEEE Frontiers in Education Conference (FIE),"23 Dec 2010","2010","","","T1F-1","T1F-6","J-DSP is a java-based object-oriented online programming environment developed at Arizona State University for education and research. This paper presents a collection of interactive Java modules for the purpose of introducing undergraduate and graduate students to feature extraction in music and audio signals. These tools enable online simulations of different algorithms that are being used in applications related to content-based audio classification and Music Information Retrieval (MIR). The simulation software is accompanied by a series of computer experiments and exercises that can be used to provide hands-on training. Specific functions that have been developed include modules used widely such as Pitch Detection, Tonality, Harmonicity, Spectral Centroid and the Mel-Frequency Cepstral Coefficients (MFCC). This effort is part of a combined research and curriculum program funded by NSF CCLI that aims towards exposing students to advanced multidisciplinary concepts and research in signal processing.","2377-634X","978-1-4244-6262-9","10.1109/FIE.2010.5673157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5673157","audio content search and classification;digital signal processing;feature extraction;online education;signals and systems education","Feature extraction;Classification algorithms;Speech;Computational modeling;Multiple signal classification;Indexes;Music","","2","","23","IEEE","23 Dec 2010","","","IEEE","IEEE Conferences"
"Smart shopper: an agent-based web-mining approach to Internet shopping","J. Liu; J. You","Department of Computing, Hong Kong Polytechnic University, Kowloon, Hong Kong, China; Department of Computing, Hong Kong Polytechnic University, Kowloon, Hong Kong, China",IEEE Transactions on Fuzzy Systems,"8 Apr 2003","2003","11","2","226","237","This paper presents an agent-based Web-mining approach to Internet shopping. We propose a fuzzy neural network to tackle the uncertainties in practical shopping activities, such as consumer preferences, product specification, product selection, price negotiation, purchase, delivery, after-sales service and evaluation. The fuzzy neural network provides an automatic and autonomous product classification and selection scheme to support fuzzy decision making by integrating fuzzy logic technology and the backpropagation feed forward neural network. In addition, a new visual data model is introduced to overcome the limitations of the current Web browsers that lack flexibility for customers to view products from different perspectives. Such a model also extends the conventional data warehouse schema to deal with intensive data volumes and complex transformations with a high degree of flexibility for multiperspective visualization and morphing capability in an interactive environment. Furthermore, an agent development tool named ""Aglet"" is used as a programming framework for system implementation. The integration of dynamic object visualization, interactive user interface and data mining decision support provides an effective technique to close the gap between the ""real world"" and the ""cyber world"" from a business perspective. The experimental results demonstrate the feasibility of the proposed approach for Web-based business transactions.","1941-0034","","10.1109/TFUZZ.2003.809900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192699","","Internet;Fuzzy neural networks;Fuzzy logic;Data visualization;Uncertainty;Decision making;Backpropagation;Feeds;Forward contracts;Neural networks","","23","26","48","IEEE","8 Apr 2003","","","IEEE","IEEE Journals"
"On the feasibility of Web 2.0 technologies for network management: A mashup-based approach","R. Santos Bezerra; C. Raniery Paula dos Santos; L. Marcio Bertholdo; L. Z. Granville; L. R. Tarouco","Institute of Informatics, Federal University of Rio Grande do Sul, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul, Brazil",2010 IEEE Network Operations and Management Symposium - NOMS 2010,"17 Jun 2010","2010","","","487","494","Mashups are a new breed of Web applications, created through the integration of external resources available on the Web. Recently, they have been considered a hallmark of Web 2.0 technologies, placing the end user on a developer role and encouraging both collaboration and reuse. Following the increasing efforts in investigating new approaches to network management, mashups present themselves as a technology that can bring several advantages to the field. However, to this date, the usage of mashups in network management remains unexplored. Therefore, the present paper approaches this subject, proposing a Mashup Development Tool to network management. We discuss both the architecture of such system and a proof of concept prototype. We them employ our prototype to address the case study of integrating Autonomous System routing information.","2374-9709","978-1-4244-5367-2","10.1109/NOMS.2010.5488481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5488481","","Technology management;Mashups;Computer network management;Web services;Information management;Collaboration;Prototypes;Humans;Resource management;Informatics","","5","","17","IEEE","17 Jun 2010","","","IEEE","IEEE Conferences"
"Performance and energy evaluation of RESTful web services in Raspberry Pi","L. H. Nunes; L. H. V. Nakamura; H. d. F. Vieira; R. M. d. O. Libardi; E. M. de Oliveira; J. C. Estrella; S. Reiff-Marganiec","University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-Sl, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-Sl, Brazil; Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR; Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-Sl, Brazil; University of São Paulo (USP) Institute of Mathematics and Computer Science (ICMC), São Carlos-Sl, Brazil; University of Leicester, Leicester, Leicestershire, GB",2014 IEEE 33rd International Performance Computing and Communications Conference (IPCCC),"22 Jan 2015","2014","","","1","9","Green computing has emerged as a hot topic leading to a need to understand energy consumption of computations. This need also extends to devices with limited resources as are common in the internet of things. RESTful services have shown their potential on such devices, but there are many choices of frameworks for their development and execution. Current research has analysed performance of the frameworks but no attention has been given to systematically studying their power consumption. In this paper we analyse the execution behaviour and power consumption of web services on devices with limited resources and make initial observations that should influence future development of web service frameworks. Specifically, we conduct experiments comparing web services in the Axis2 and CXF frameworks analysing the respective performance and power consumption. Bringing together the best features of small devices and SoC, it is possible to provide diverse, mobile and green applications — however careful selection of development environments can make significant differences in performance and energy consumption.","2374-9628","978-1-4799-7575-4","10.1109/PCCC.2014.7017086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7017086","Web Services;Service Oriented Architecture;Quality of Service;Performance Evaluation;Apache Axis2;Apache CFX;Raspberry Pi","Servers;Performance evaluation;Energy consumption;Simple object access protocol;Mobile communication;Power demand","","3","","21","IEEE","22 Jan 2015","","","IEEE","IEEE Conferences"
"Exploiting UML and acceleo for developing Semantic Web Services","J. Mtsweni","School of Computing, University of South Africa, UNISA, Pretoria, South Africa",2012 International Conference for Internet Technology and Secured Transactions,"11 Mar 2013","2012","","","753","758","Semantic Web Services (SWS) purports to extend traditional Web services with semantic descriptions - leading to services that are machine processable and interpretable. To date, the implementation of semantic services has remained minute both in academia and industry. This is commonly attributed to barriers, such as the complex and heterogeneous semantic description languages, and a lack of mature methods and unified tools that aim to facilitate the development of such services. Moreover, the current solutions that assert to facilitate the development of semantic services are fragmented (i.e. developers are required to use a combination of disconnected tools to realize semantic services). This usually leads to a number of challenges, such as prolonged service development time. Furthermore, existing semantic service development platforms are tightly-coupled to specific semantic description languages, leading to restrictive development environments. This paper proposes a generic and unified approach for designing and developing semantic web services exploiting the Eclipse platform. The key is in using common techniques such as UML - for modelling a variety of semantic services' artefacts, and Acceleo - for automatic code generations of semantic services' artefacts. The main contributions in the proposed solution are: (1) support for the specification and generation of semantic services using multiple semantic description languages, (2) seamless modelling and development of services within a unified environment, and (3) minimization of the barriers associated with the development of semantic services through complexity hiding; decoupling; and extensibility.","","978-1-908320-08-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6470919","Semantic Web Services;UML;Acceleo;Eclipse;WSMO;OWL-S","Unified modeling language;Semantics;Ontologies;Syntactics","","1","","29","","11 Mar 2013","","","IEEE","IEEE Conferences"
"Not all programmers are created equal — Redux©","G. E. Bryan","GEB Software Technology, Pacific Palisades, CA, USA",2012 IEEE Aerospace Conference,"19 Apr 2012","2012","","","1","10","Data that measures individual programmer performance was gathered over a 12-year period in a stable work group responsible for developing and supporting a single 4.2-million-line-code operating system including associated program products, compilers, communication systems, and database systems. Analysis shows a wide variation in productivity from best- to poorest-performing individuals. A single programmer out of a workforce of almost 200 did Eight percent of the work. A variation of 200:1 separated the top programmer from the poorest performers. The top 27% of programmers did 78% of the work. This paper updates and comments on the original 1994 paper, answering questions that readers have raised in the intervening years. The prior paper had a wide following: 240,000 IEEE Xplore citations and 8900 web hits. The programming environment was stable and uniform over the time period: education, training, general ability level, work environment, development tools, and methodology were all the same or similar. The development lab was remote from company headquarters and thus largely isolated from outside distractions and influences. Programmers typically were concurrently responsible for both maintenance of existing code and development of new functions, often for the same code module(s). The average productivity of the group is several times higher than industry averages and this fact is demonstrably not caused by excessive documentation or verbose code; both were efficient in comparison to similar systems. The wide variation in productivity is apparently due to individual ability. Training, tools, methodology, and education, while important, cannot make up for individual ability. To get an accurate project plan the extremely wide range of variation in individual productivity must be taken into account. A project can only be on time and on budget if the widely varying abilities of the staff are taken into account. One person, 2 people, or 20 people depending on individual ability may properly staff a project.","1095-323X","978-1-4577-0557-1","10.1109/AERO.2012.6187328","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6187328","","Productivity;Computers;Databases;Operating systems;Educational institutions;Maintenance engineering","","","","9","IEEE","19 Apr 2012","","","IEEE","IEEE Conferences"
"Design of Development as a Service in the Cloud","K. Matsumoto; S. Kibe; M. Uehara; H. Mori","Toyo University, Kawagoe, Saitama, Japan; Toyo University, Kawagoe, Saitama, Japan; Toyo University, Kawagoe, Saitama, Japan; Toyo University, Kawagoe, Saitama, Japan",2012 15th International Conference on Network-Based Information Systems,"20 Nov 2012","2012","","","815","819","SaaS (Software as a Service) is software that provides the necessary service only when actually required. On the other hand, PaaS (Platform as a Service) is a platform where integrated software development is executed using the networked environment. SaaS for developers is supported by version control systems or forums. However, these services do not support deployment. Therefore, users need to use other services (like PaaS). We propose a development environment service, in which development and deployment are integrated. In this paper, we propose a development and deployment service in the Educational Cloud. The integrated system is referred to as Development as a Service (DEVaaS), which describes the system. This system currently supports a bug tracking system, continuous integration system, version control system, several well-known programming languages, an editor, and deployment environments in the cloud.","2157-0426","978-1-4673-2331-4","10.1109/NBiS.2012.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6354930","DEVaaS;Development;SaaS;PaaS;Cloud","Computer languages;Control systems;Servers;Project management;Internet","","25","","14","IEEE","20 Nov 2012","","","IEEE","IEEE Conferences"
"Analysis of energy-saving real option investment based on normal clouds","Guo Xiao-yan","College of Information Science and Engineering, Northeastern University, Shenyang, China","2011 2nd International Conference on Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC)","5 Sep 2011","2011","","","146","149","Through energy saving of building investment risk and the development environment of uncertainties, this paper introduces energy saving of building field which involves the real option theory and the normal cloud theory systematically, and combines them effectively, by establishing real option pricing based on the normal cloud model and using it applied in energy saving of building investing, getting a new calculation method of real option, through analyzing concrete cases, summarizing the characteristics of such options and existing problems, this paper puts forward the future research direction and the suggestion.","","978-1-4577-0536-6","10.1109/AIMSEC.2011.6010272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6010272","Energy-saving;Real Option;Normal Clouds","Investments;Uncertainty;Pricing;Clouds;Generators;Buildings;Entropy","","","","10","IEEE","5 Sep 2011","","","IEEE","IEEE Conferences"
"Native Client: A Sandbox for Portable, Untrusted x86 Native Code","B. Yee; D. Sehr; G. Dardyk; J. B. Chen; R. Muth; T. Ormandy; S. Okasaka; N. Narula; N. Fullagar","Google Inc., USA; Google Inc., USA; Google Inc., USA; Google Inc., USA; Google Inc., USA; Google Inc., USA; Google Inc., USA; Google Inc.; Google Inc., USA",2009 30th IEEE Symposium on Security and Privacy,"18 Aug 2009","2009","","","79","93","This paper describes the design, implementation and evaluation of Native Client, a sandbox for untrusted x86 native code. Native Client aims to give browser-based applications the computational performance of native applications without compromising safety. Native Client uses software fault isolation and a secure runtime to direct system interaction and side effects through interfaces managed by Native Client. Native Client provides operating system portability for binary code while supporting performance-oriented features generally absent from Web application programming environments, such as thread support, instruction set extensions such as SSE, and use of compiler intrinsics and hand-coded assembler. We combine these properties in an open architecture that encourages community review and 3rd-party tools.","2375-1207","978-0-7695-3633-0","10.1109/SP.2009.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5207638","Security;World Wide Web","Application software;Security;Operating systems;Yarn;Assembly systems;Manuals;Java;High performance computing;Physics computing;Privacy","","256","60","64","IEEE","18 Aug 2009","","","IEEE","IEEE Conferences"
"Concept for combining features of real-time and expert systems for on-line plant diagnosis","H. Kern; M. Fathi-Torbaghan","Institute of Material Technology, University of Dortmund, Dortmund, Germany; Institute of Material Technology, University of Dortmund, Dortmund, Germany",Ninth Annual International Phoenix Conference on Computers and Communications. 1990 Conference Proceedings,"6 Aug 2002","1990","","","803","807","A description is presented of an AI implementation in an industrial power plant: malfunction diagnosis based on the evaluation of plant performance. It is intended to support the development and maintenance of a knowledge-based real-time control system. The features of a programming tool which combines characteristics of expert systems and real-time supervision systems are explained. The system is used for online diagnosis of a plant. The real-time properties are achieved by dividing data processing into several processing units which are computed in parallel. Since plant diagnosis differs from most expert system applications, the expert system part has been developed with regard to this. A prototype of this system has been implemented for the domain of thermal spraying.<>","","0-8186-2030-7","10.1109/PCCC.1990.101701","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=101701","","Real time systems;Expert systems;Diagnostic expert systems;Thermal spraying;Artificial intelligence;Electrical equipment industry;Power generation;Control systems;Data processing;Concurrent computing","","1","1","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A Web architecture for data mining in biology","A. Doncescu; M. Farmer; K. Inoue; G. Richard","LAAS-Toulouse, Toulouse, France; Apex House, BITE, London, UK; NII, Tokyo, Japan; I. R. I. T., Toulouse, France",20th International Conference on Advanced Information Networking and Applications - Volume 1 (AINA'06),"15 May 2006","2006","2","","6 pp.","","In this paper, we present a current cooperative work involving different Institutes around the world. Our aim is to provide an online inductive logic programming tool. This is the first step in a more complete structure for enabling e-technology for machine learning and bio-informatics. We describe the main architecture of the project and how the data will be formatted for being sent to the ILP machinery. We focus on a biological application (yeast fermentation process) due to its importance for high added value end products.","2332-5658","0-7695-2466-4","10.1109/AINA.2006.64","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1620446","","Service oriented architecture;Data mining;Fungi;Machine learning;Ethanol;Logic programming;Machinery;Humans;Proteins;Government","","","","4","IEEE","15 May 2006","","","IEEE","IEEE Conferences"
"An Empirical Study of Client-Side JavaScript Bugs","F. Ocariza; K. Bajaj; K. Pattabiraman; A. Mesbah","University of British Columbia, Vancouver, BC, Canada; University of British Columbia, Vancouver, BC, Canada; University of British Columbia, Vancouver, BC, Canada; University of British Columbia, Vancouver, BC, Canada",2013 ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,"12 Dec 2013","2013","","","55","64","Context: Client-side JavaScript is widely used in web applications to improve user-interactivity and minimize client-server communications. Unfortunately, web applications are prone to JavaScript faults. While prior studies have demonstrated the prevalence of these faults, no attempts have been made to determine their root causes and consequences. Objective: The goal of our study is to understand the root causes and impact of JavaScript faults and how the results can impact JavaScript programmers, testers and tool developers. Method: We perform an empirical study of 317 bug reports from 12 bug repositories. The bug reports are thoroughly examined to classify and extract information about the fault's cause (the error) and consequence (the failure and impact). Result: The majority (65%) of JavaScript faults are DOM-related, meaning they are caused by faulty interactions of the JavaScript code with the Document Object Model (DOM). Further, 80% of the highest impact JavaScript faults are DOM-related. Finally, most JavaScript faults originate from programmer mistakes committed in the JavaScript code itself, as opposed to other web application components such as the server-side or HTML code. Conclusion: Given the prevalence of DOM-related faults, JavaScript programmers need development tools that can help them reason about the DOM. Also, testers should prioritize detection of DOM-related faults as most high impact faults belong to this category. Finally, developers can use the error patterns we found to design more powerful static analysis tools for JavaScript.","1949-3789","978-0-7695-5056-5","10.1109/ESEM.2013.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6681338","JavaScript;Document Object Model (DOM);empirical study","Libraries;Computer bugs;HTML;XML;Servers;Electronic mail;Data mining","","59","","31","IEEE","12 Dec 2013","","","IEEE","IEEE Conferences"
"Robot-Draw, an Internet-based visualization tool for robotics education","M. F. Robinette; R. Manseur","River Bend Nuclear Power Station, Saint Francisville, LA, USA; Department of Electrical and Computer Engineering, University of West Florida, Pensacola, FL, USA",IEEE Transactions on Education,"7 Aug 2002","2001","44","1","29","34","Robot manipulators are described geometrically by their Denavit-Hartenberg parameters table. This article describes a package that combines recently developed Internet-based programming tools to generate three-dimensional virtual models of robot manipulators from a DH parameter table. Robot-Draw combines hypertext markup language (HTML), practical extraction and report language (PERL), and virtual reality modeling language (VRML). Internet users can generate three-dimensional robot manipulator models on their computer screens, navigate around the robot model and examine it from any angle. The package was designed as a visualization aid in robotics education and allows educators and students to easily visualize robotic structures and directly evaluate the effect of a parameter variation on the overall robot. Robot-Draw can also be a useful tool in the structural design of robot manipulators. Users with Internet connections can use the University of West Florida Robot-Draw package at the UWF Electrical Engineering web server by connecting to http://uwf.edu/ece/robotdraw.htm.","1557-9638","","10.1109/13.912707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=912707","","Control engineering education","","37","","5","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"QoS specification and adaptive bandwidth monitoring for multimedia delivery","I. Cheng; A. Basu; Yibo Zhang; S. Tripathi","Department of Computing Science Computing Science Center, University of Alberta, Edmonton, AB, Canada; Department of Computing Science Computing Science Center, University of Alberta, Edmonton, AB, Canada; Department of Computer Science Bourns College of Engineering, University of California, Riverside, CA, USA; Department of Computer Science Bourns College of Engineering, University of California, Riverside, CA, USA","EUROCON'2001. International Conference on Trends in Communications. Technical Program, Proceedings (Cat. No.01EX439)","7 Aug 2002","2001","2","","483","486 vol.2","Traditionally, multimedia delivery on the Internet has concentrated on providing a single service quality, ""best effort"", where all types of media are given the same level of importance in a network. Only recently has there been an emphasis on monitoring bandwidth in a network, and adjusting service quality depending on the current bandwidth. One important aspect on which little research has been done is: ""how can users specify the requirements and priorities by which multimedia quality should be adjusted given bandwidth limitations""? We design a quality of service (QoS) specification strategy and delivery criteria using adaptive bandwidth monitoring that best fits the specifications to the available resources. In order to provide QoS-based delivery a prioritization method has been designed to order information according to the preferences of a user. Java applets and CGI programming tools are used to provide an interactive Web retrieval environment. At present, JPEG quality, resolution and delay are used as parameters to determine the QoS. We are extending the work to include video delivery and distributed implementation with QoS in the future.","","0-7803-6490-2","10.1109/EURCON.2001.938167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=938167","","Bandwidth;Monitoring;Quality of service;Streaming media;Java;Web and internet services;Computer networks;Multimedia communication;Multimedia computing;Design methodology","","9","","13","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Solution Architecture for N-Tier Applications","T. C. Shan; W. W. Hua","Wachovia Bank, USA; CTS, Inc., USA",2006 IEEE International Conference on Services Computing (SCC'06),"11 Dec 2006","2006","","","349","356","This paper defines a service-oriented solution architecture for n-tier applications (SANTA), primarily for Web-based distributed systems. Most conventional Internet applications have been built on three tiers - Web, application, and database tiers as described in the predominant 3-tier architectural style on both Java EE and .Net platforms. However, a number of leading-edge technologies have matured, which need to be incorporated into the logical solution architecture, such as portal, process choreography, business rule engine, enterprise service bus, Web services, service composition, etc. A new service-oriented model is proposed in this paper, to extend the traditional 3-tier architectural style and position the emerging technologies/products in the right places in the architecture structure. This new architecture model comprises a stack of six interrelated layers, coupled with six vertical pillars. The six layers are access & integration, business process, composite services, services & components, integration & communications, and enterprise resources layer. The runtime infrastructure pillars are composed of the operational management, security, and hosting environment pillar, whereas the development process pillars consist of the application & service frameworks, crosscutting aspects & patterns, and modeling & development tools pillar. This holistic application architecture framework is a systematic taxonomy of major technical constituents of a distributed application in a service-oriented paradigm. Part of this comprehensive model has been extensively utilized in one form or another to design various SOA solutions in different industry sectors","","0-7695-2670-5","10.1109/SCC.2006.99","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4026951","","Service oriented architecture;Internet;Databases;Java;Portals;Search engines;Web services;Business communication;Runtime environment;Environmental management","","9","2","20","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Lagniappe: Multi-* Programming Made Simple","T. L. Riche; G. Lavender; H. M. Vin","LASR, Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA; Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA; LASR, Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA",2007 16th International Conference on Computer Communications and Networks,"24 Sep 2007","2007","","","173","178","The emergence of multi -processor, multi-threaded architectures (referred to as multi-* architectures) facilitates the design of high-throughput request processing systems (e.g., multiservice routers for GENI, intrusion detection systems, graphics and gaming systems, as well as high-throughput web servers and transaction processing systems). Because of the challenges in programming such architectures, realizing this promise has proved to be difficult. In this paper, we describe the design of Lagniappe, a programming environment that simplifies the design of portable, high-throughput applications on multi-* architectures. Lagniappe uses a hybrid programming model: it combines a procedural specification (e.g., in C++) of the basic operators for processing requests with a declarative specification - expressed using a model-driven development framework - of the various features of the operators and the target hardware platform. Using the declarative specification, the Lagniappe programming environment automates the mapping of applications onto the multi-* platform, performs dynamic allocation of resources to operators, and ensures efficient and coherent accesses to persistent, shared state.","1095-2055","978-1-4244-1250-1","10.1109/ICCCN.2007.4317815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4317815","","Process design;Computer architecture;Service oriented architecture;Intrusion detection;Programming environments;Hardware;Virtual private networks;Computer graphics;Web server;Dynamic programming","","","","28","IEEE","24 Sep 2007","","","IEEE","IEEE Conferences"
"Extending WebCom: a proposed framework for Web based distributed computing","J. P. Morrison; J. J. Kennedy; D. A. Power","Centre for Unified Computing, Department Computer Science, National University of Ireland, Cork, Ireland; Centre for Unified Computing, Department Computer Science, National University of Ireland, Cork, Ireland; Centre for Unified Computing, Department Computer Science, National University of Ireland, Cork, Ireland",Proceedings 2000. International Workshop on Parallel Processing,"6 Aug 2002","2000","","","215","221","The introduction of Java in the mid nineties has revolutionised and revitalised interest in the construction of ""supercomputers"" from ""off the shelf"" components. Much of the research spawned by the introduction of Java is in the area of metacomputing, where projects that utilise the distributed capabilities of the World Wide Web are becoming more frequent. WebCom is one such system that implements a framework to harness these distributed resources. Although WebCom supports different models of computation, by incorporating them as distinct modular components, an implicitly parallel graph-based model is used. Visual programming tools for simulation steering are employed allowing the creation, submission and dynamic manipulation of programs.","1530-2016","0-7695-0771-9","10.1109/ICPPW.2000.869106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=869106","","Distributed computing;Character generation;Computational modeling;Dynamic programming;Java;Switches;Computer science;Metacomputing;Web sites;Concurrent computing","","","","17","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
