"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An email application with active spoof monitoring and control","T. P. Fowdur; L. Veerasoo","Department of Electrical and Electronic Engineering, University of Mauritius, Mauritius; Department of Electrical and Electronic Engineering, University of Mauritius, Mauritius",2016 International Conference on Computer Communication and Informatics (ICCCI),"30 May 2016","2016","","","1","6","Spoofing is a serious security issue for email applications. Although several anti-email spoofing techniques have been developed, most of them do not provide users with sufficient control and information on spoof attacks. In this paper a web-based client oriented anti-spoofing email application is proposed which actively detects, monitors and controls email spoofing attacks. When the application detects a spoofed message, it triggers an alert message and sends the spoofed message into a spoof filter. Moreover, the user who has received the spoofed message is given the option of notifying the real sender of the spoofing attack. In this way an active spoof control is achieved. The application is hosted using the HTTPS protocol and uses notification messages that are sent in parallel with email messages via a channel that has been secured by the Secure Socket Layer (SSL) protocol. The notification messages allows the application to detect spoofed emails. The application has been developed in PHP using the Netbeans IDE and provides a user-friendly interface which is easily deployable over the web.","","978-1-4673-6680-9","10.1109/ICCCI.2016.7480002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7480002","Anti-Spoofing;Application;Email Security","Electronic mail;Servers;Protocols;Authentication;Postal services;Receivers","","4","6","18","IEEE","30 May 2016","","","IEEE","IEEE Conferences"
"Automation of traumatic brain injury diagnosis through an IoT-based embedded systems framework","A. Balakrishnan; S. Patapati","Academy for Medical Science and Technology, Stem Cell Research Laboratory, Hackensack, NJ, USA; Academy for Medical Science and Technology, Stem Cell Research Laboratory, Hackensack, NJ, USA","2017 IEEE 8th Annual Ubiquitous Computing, Electronics and Mobile Communication Conference (UEMCON)","8 Jan 2018","2017","","","645","649","Traumatic Brain Injury (TBI) is a prevalent cause of death and disability with over 3.8 million annual cases and 130 daily deaths in the United States alone. Whenever athletes suffer head trauma, concussion field tests that measure their perceptiveness and cognitive abilities are commonly administered. However, these tests have limited accuracy due to the lack of quantitative data basing the diagnosis, and often those administering concussion tests feel pressured to keep athletes playing in the game despite cognitive impairment. To solve this, an inexpensive diagnostic helmet targeting youth sports teams was created, providing quantitative data regarding how much head trauma an athlete has experienced. The helmet is connected to a web-based application system that stores real time data regarding the impact of the head injury, the region of the brain impacted, the time of injury, and speed at which the injury occurred, allowing for the design of more patient-tailored treatment plans. The device and web application were programmed using JavaScript, HTML, CSS, and the Node.js platform in the Intel Edison IoT IDE. Once the force sensitive resistors register an impact significant enough to cause a concussion based upon an algorithm that takes into consideration the player's height and weight, a text message is automatically sent to local paramedics through the Twilio API. This device therefore removes existing bias involved in diagnostics, allows doctors to more accurately handle injuries, and helps ensure player safety.","","978-1-5386-1104-3","10.1109/UEMCON.2017.8249087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8249087","Consumer electronics;Applied engineering;Mechatronics;Healthcare electronics;Medical electronics;Intel Edison;Wireless computing;Patient care;Internet of Things;Application;SMS;Traumatic Brain Injury","Force;Brain injuries;Head;Sensors;Acceleration;Resistors","","3","","15","IEEE","8 Jan 2018","","","IEEE","IEEE Conferences"
"An Approach to Capture Role-Based Access Control Models from Spring Web Applications","A. Sergeev; R. Matulevicius","Institute of Computer Science, University of Tartu, Tartu, Estonia; Institute of Computer Science, University of Tartu, Tartu, Estonia",2017 IEEE 21st International Enterprise Distributed Object Computing Conference (EDOC),"2 Nov 2017","2017","","","159","164","To mitigate potential misinterpretation and security violations, software developers should use tools that reflect the state of web applications and visualise them as graphical models. Modelling helps to ensure that functionality and access control mechanisms are consistently interconnected. In this paper, we propose an approach to support Web application development using the Spring platform. Our proposal is supported by the Eclipse IDE plugin tool, which recognises Spring Security configuration captures, its notations, and visualises them in the role-based access control (RBAC) models. The RBAC models are represented using SecureUML modelling language. The plugin is validated through survey taken by software developers.","2325-6362","978-1-5090-3045-3","10.1109/EDOC.2017.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8089875","RBAC;SecureUML;Spring Framework;Spring Security;Eclipse","Unified modeling language;Tools;Access control;Interoperability;Containers;Springs","","2","","29","IEEE","2 Nov 2017","","","IEEE","IEEE Conferences"
"GovInfohub: A Dynamic Government scheme Chatbot for informed Engagement and Accessibility","B. Kurian; A. Aafreen Fathima; T. Afra Fathima; R. Shahista Begum","Department of Information Technology, KCG College of Technology, Chennai, Tamil Nadu, India; Department of Information Technology, KCG College of Technology, Chennai, Tamil Nadu, India; Department of Information Technology, KCG College of Technology, Chennai, Tamil Nadu, India; Department of Information Technology, KCG College of Technology, Chennai, Tamil Nadu, India","2024 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)","25 Jul 2024","2024","","","1","6","In today’s rapidly evolving landscape, ‘GovInfoHub’ presents a pioneering solution to provide citizens with real-time and accessible information regarding government schemes. Beyond conventional web applications, it introduces a dynamic chatbot, developed within the Visual Studio Code (VSCode) IDE with a user-friendly GUI framework built using tkinter. Harnessing Python programming and machine learning algorithms, ‘GovInfoHub’ delivers comprehensive details on eligibility criteria and engagement options for various government schemes. The utilization of Flask for web framework development and integration of Excel files as a pragmatic database via libraries such as pandas ensure efficient data management and retrieval. Moreover, voice recognition technology, facilitated by libraries like pyaudio and speech recognition, enhances user experience by enabling handsfree interaction, while pyttsx3 integration augments accessibility with text-to-speech functionality. Leveraging GitHub for version control ensures transparency and collaboration throughout the development process. ‘GovInfoHub’ emerges as an indispensable resource, empowering citizens with timely and accurate information, fostering meaningful engagement with government programs, and promoting informed decision-making within the community.","","979-8-3503-8944-9","10.1109/ACCAI61061.2024.10601913","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601913","Government schemes;Machine learning;Speech recognition;Dynamic chatbot;Text-to-speech functionality","Visualization;Scholarships;Scalability;Government;Chatbots;Aerodynamics;User experience","","","","19","IEEE","25 Jul 2024","","","IEEE","IEEE Conferences"
"Design and Evaluation of a Block-based Environment with a Data Science Context","A. C. Bart; J. Tibau; D. Kafura; C. A. Shaffer; E. Tilevich","Department of Computer Science, College of Engineering, Virginia Tech, Blacksburg; Department of Computer Science, College of Engineering, Virginia Tech, Blacksburg; Department of Computer Science, College of Engineering, Virginia Tech, Blacksburg; Department of Computer Science, College of Engineering, Virginia Tech, Blacksburg; Department of Computer Science, College of Engineering, Virginia Tech, Blacksburg",IEEE Transactions on Emerging Topics in Computing,"4 Mar 2020","2020","8","1","182","192","As computing becomes pervasive across fields, introductory computing curricula needs new tools to motivate and educate the influx of learners with little prior background and divergent goals. We seek to improve curricula by enriching it with authentic, real-world contexts and powerful scaffolds that can guide learners to success using automated tools, thereby reducing the strain on limited human instructional resources. To address these issues, we have created the BlockPy programming environment, a web-based, open-access, open-source platform for introductory computing students (https://www.blockpy.com). BlockPy has an embedded data science context that allows learners to connect the educational content with real-world scenarios through meaningful problems. The environment is block-based and gives guiding feedback to learners as they complete problems, but also mediates transfer to more sophisticated programming environments by supporting bidirectional, seamless transitions between block and text programming. Although it can be used as a stand-alone application, the environment has first-class support for the latest Learning Tools Interoperability standards, so that instructors can embed the environment directly within their Learning Management System. In this paper, we describe interesting design issues that we encountered during the development of BlockPy, an evaluation of the environment from fine-grained logs, and our future plans for the environment.","2168-6750","","10.1109/TETC.2017.2729585","National Science Foundation(grant numbers:DGE 0822220); National Science Foundation(grant numbers:DUE 1444094,IUSE 1624320); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987028","Computer science education;introductory computing;block-based programming;data science;automatic guidance","Data science;Tools;Programming environments;Programming profession;Engineering profession;Games","","8","","40","IEEE","20 Jul 2017","","","IEEE","IEEE Journals"
"Design and implementation of real time security surveillance system using IoT","S. N. Jyothi; K. V. Vardhan","Department of ECE, Vignan's Lara Institute of Technology & Science, Guntur, A.P; Department of ECE, Vignan's Lara Institute of Technology & Science, Guntur, A.P",2016 International Conference on Communication and Electronics Systems (ICCES),"30 Mar 2017","2016","","","1","5","In recent years, there has been an increase in video surveillance systems in public and private environments due to a heightened sense of security like, CCTV and RFID. There are several defects in the video surveillance systems such as picture is indistinct, complex structure, Poor stability, lot of storage space is needed to save the surveillance information and prices remain relatively high. This paper proposes the real time security surveillance system using IoT. The system design uses Motion Detection algorithm written in Python as a default programming environment. This significantly decreases the storage usage and save investment cost. The algorithm for Motion Detection is being implemented on low processing power chip Raspberry pi 2 and Pi camera, which enables live video streaming with detection of moving objects and get alarm when motion is detected and sends photos, videos to a cloud server directly using pi camera. When cloud is not available then the data is stored locally on raspberry pi and sent when the connection resumes. The camera is mounted on the motor and its movement (Left/Right) is controlled through IoT webpage by the user, thus providing user with enhanced view of the surroundings.","","978-1-5090-1066-0","10.1109/CESYS.2016.7890003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7890003","Internet of things;Pi Camera;Raspberry pi;Motion Detection","","","29","","13","IEEE","30 Mar 2017","","","IEEE","IEEE Conferences"
"Atmosphere, an Open Source Measurement-Oriented Data Framework for IoT","R. Berta; A. Kobeissi; F. Bellotti; A. De Gloria","Department of Electrical, Electronics, Telecommunication Engineering and Naval Architecture, University of Genova, Genova, Italy; Department of Electrical, Electronics, Telecommunication Engineering and Naval Architecture, University of Genova, Genova, Italy; Department of Electrical, Electronics, Telecommunication Engineering and Naval Architecture, University of Genova, Genova, Italy; Department of Electrical, Electronics, Telecommunication Engineering and Naval Architecture, University of Genova, Genova, Italy",IEEE Transactions on Industrial Informatics,"4 Dec 2020","2021","17","3","1927","1936","The ever more extensive data collection from Internet of Thing (IoT) devices stresses the need for efficient application development tools. State-of-the-art IoT cloud services are powerful, but the best solutions are proprietary, and there is a growing demand for interoperability and standardization. We have investigated how to develop a nonvendor-locked framework, which exploits state of the art data management technologies, and targets effective and efficient development in this article. Focusing on the concept of measurement, we abstracted an architecture that could be applied in a variety of domains and contexts. We tested the framework and its workflow in four use cases analyzing data and enabling new services in health, automotive, and instruction. Our experience showed the benefits of the development tool, which is not tied to a commercial platform, nor requires the huge set-up times needed to start a project from scratch. The tool is released open-source, particularly supporting collaborative research.","1941-0050","","10.1109/TII.2020.2994414","European Union's Horizon 2020 research and innovation programme(grant numbers:723051,FP7 Transport,GA 605405); Italian Government Ministero dello Sviluppo Economico(grant numbers:SCN_00558); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9093133","Application programming interface (API);autonomous driving;cloud;e-health;e-mobility;Internet of Thing (IoT);NoSQL database;open source;representational state transfer (REST)ful;smart city","Cloud computing;Tools;Atmospheric modeling;Atmospheric measurements;Scalability;Databases","","18","","43","IEEE","13 May 2020","","","IEEE","IEEE Journals"
"A Review of the Blockly Programming on M5Stack Board and MQTT Based for Programming Education","P. D. P. Adi; A. Kitagawa","Micro Electronics Research Laboratory (MeRL), Kanazawa University, Ishikawa, Japan; Micro Electronics Research Laboratory (MeRL), Kanazawa University, Ishikawa, Japan",2019 IEEE 11th International Conference on Engineering Education (ICEED),"13 Feb 2020","2019","","","102","107","The Blockly Programming is one way to represent Programming code or script languages on High-Level Programming like Python, C / C ++ Language to easily understandable image forms, these images have different forms that represent if, for, while, input, output values, etc. in this research, an analysis using M5STACK Board can be programmed using the Arduino IDE or flow.m5stack based on Blockly Programming. Basically, Blockly programming is used for Programming Education. In this research, the Blockly programming application is used flow.m5stack to run the Motion Sensor, basically, there are many sensors that can be used on the M5Stack board as well as the Arduino Board with various shapes and variants. In this research, the M5Stack Microcontroller application is easily explained using Blockly Programming, so programming feels easier and more enjoyable. Microcontroller based M5STACK board can be developed in the Internet of Things (IoT) application using MQTT Protocol. furthermore, Message from the Queuing Telemetry Transport (MQTT) The protocol that is used to represent commands and processes and produces the appropriate output in real time via Internet protocol (TCP / IP). M5Stack is using the MQTT API Cloud server, and its application to Smart home, furthermore, the M5Stack client board sends data to the Cloud MQTT or MQTT Broker using the establishment of IoT on Smart home using MQTT Server and M2M Technology using multi M5Stack boards.","","978-1-7281-3461-1","10.1109/ICEED47294.2019.8994922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8994922","Blockly;MQTT;Programming;IoT;Sensor;Education","","","18","","21","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"Integrating Art and Animation in Teaching Computer Programming for High School Students Experimental Study","H. M. Jawad; S. Tout; M. Abualkibash; Y. Xie","College of Technology, Eastern Michigan University, Michigan, USA; College of Technology, Eastern Michigan University, Michigan, USA; College of Technology, Eastern Michigan University, Michigan, USA; Institute for Geospatial Research and Education, Eastern Michigan University, Michigan, USA",2018 IEEE International Conference on Electro/Information Technology (EIT),"21 Oct 2018","2018","","","0311","0317","This paper discusses the results of an experimental study that was conducted to explore the effect of integrating art and animation in teaching computer programming on high school students' interest and knowledge in programming. The study aimed to explore the students' interest in pursuing a degree in Computer Science (CS) after graduation. Three groups of high school students were targeted with educational programming sessions, and the study variables were measured through pre and posttest surveys. A new web-based programming tool was developed and used as the treatment in this study. The developed tool includes the use of art, animation and code sharing to increase students' motivation in learning computer programming. The results of the study showed that the use of art, animation and code sharing increased students' knowledge, enjoyment, and motivation in learning computer programming, and hence, increased their interest in pursuing a degree in CS after graduation.","2154-0373","978-1-5386-5398-2","10.1109/EIT.2018.8500178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8500178","programming for high school students;computer science for girls;art with coding;animation;code sharing;STEM tool for K12","Programming profession;Art;Animation;Education;Computer languages;Tools","","11","","18","IEEE","21 Oct 2018","","","IEEE","IEEE Conferences"
"Android and Cloud Based Traffic Control System","M. K. Madisa; M. K. Joseph","Department of Electrical Engineering Technology, University of Johannesburg, Doornfontein, Johannesburg, South Africa; Department of Electrical Engineering Technology, University of Johannesburg, Doornfontein, Johannesburg, South Africa","2018 International Conference on Advances in Big Data, Computing and Data Communication Systems (icABCD)","16 Sep 2018","2018","","","1","4","Traffic congestion has become a major problem in the urban cities, and it is mainly caused due to an increase in population which causes traffic congestion. It therefore becomes a problem for the emergency vehicles for example, an ambulance, to arrive as early as possible to its destination without appropriate traffic control system. So it was essential to design a traffic control system which will be controlled by an android mobile device via the cloud environment. In this paper we explored other intelligent traffic light systems and other transportation systems. This system has to allow the Android mobile device (emergency vehicle) to override the normal operation of a traffic signal. An efficient and cost effective system which can solve this problem is an Android and Cloud based traffic control system using the GSM module. The system comprises of five stages which are Android mobile device, GSM module, MQTT (IoT) for Arduino IDE, Arduino Uno microcontroller and traffic signals. The developed system has allowed the Android mobile device (emergency vehicle) to override the normal operation of a traffic signal.","","978-1-5386-3060-0","10.1109/ICABCD.2018.8465443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8465443","traffic control system;mobility;Android and Cloud based traffic control system","Cloud computing;Smart phones;GSM;Traffic control;Microcontrollers;Androids","","6","","16","IEEE","16 Sep 2018","","","IEEE","IEEE Conferences"
"An Efficient Blockchain Based Authentication Scheme to Secure Fog Enabled IoT Devices","J. K. Mudhar; S. Kalra; J. Malhotra","Computer Science Engineering, Guru Nanak Dev University, Amritsar, India; Computer Science Engineering, Guru Nanak Dev University, Amritsar, India; Computer Science Engineering, Guru Nanak Dev University, Amritsar, India","2020 Indo – Taiwan 2nd International Conference on Computing, Analytics and Networks (Indo-Taiwan ICAN)","1 Sep 2020","2020","","","75","80","IoT Devices have revolutionized how people interact with each other and their surroundings, with Gartner predicting 50 billion devices by 2020. IoT devices emerging from WSN to RFIDs are capable of sensing, actuating and sharing data but are resource-constrained devices meaning these devices have limited memory, storage, and computation power. Thus, IoT devices are incapable of securing themselves from various security and privacy threats. Moreover, current Cloud-IoT architectures are centralized; managed and controlled by Trusted Third parties also individuals have no control over their data. Fog-IoT integration has better latency, response time and is much secure compared to Cloud-IoT integration. Recently, Blockchain emerged as a decentralized, highly trusted and tamper-proof technology. In this paper, we proposed a blockchain-based scheme for secure User authentication access to Fog enabled IoT devices. The proposed scheme utilizes the Ethereum Smart Contract. We developed our smart contract using Solidity language with Remix-IDE and tested its functionalities on two test networks Test RPC (Ganache) and Rinkeby Test Network. We also analyzed security vulnerabilities of our smart contract on the ChainSecurity analyzing tool.","","978-1-7281-4999-8","10.1109/Indo-TaiwanICAN48429.2020.9181356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9181356","Smart Contract;Authentication;Security;Internet of Things;Ethereum Blockchain","Contracts;Authentication;Computer architecture;Cloud computing;Peer-to-peer computing","","5","","19","IEEE","1 Sep 2020","","","IEEE","IEEE Conferences"
"Face Recognition Application using Offloading Computation over Google Cloud","Y. Pachipala; E. Nandhitha; K. Haritha; B. V. N. S. Chandrika; V. C. Jadala","Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, A.P; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, A.P; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, A.P; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, A.P; Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, A.P",2022 6th International Conference on Computing Methodologies and Communication (ICCMC),"13 Apr 2022","2022","","","1395","1400","In recent days, face recognition is considered as one of most intriguing innovations. The proposed research provides a high level security by utilizing face recognition because the pixel values of each individual’s face change. The proposed work uses Google Cloud to make a help record, and the proposed research work utilizes Open-Source Computer Vision Library (OpenCV), oauth2client, face reorganization, and gspread. These are the most commonly utilized modules. In the proposed work, first a VIRTUALENV named ""face"" has been developed. After the production of VIRTUALENV, the proposed work has actuated the environment, and the proposed work has utilized SPYDER IDE to execute the undertaking. The proposed work contains various modules named emailing.py, recognization.py, main.py, enroll.py, spreadsheets.py. These are the five modules that are utilized and further a .Json key has also been utilized. The proposed work has created another undertaking in the Google cloud, and after that, it made a help account after the formation of the administration account. It empowered the Google Drive API, and Google Sheets then downloaded the .Json document from the proposed work administration account and the email obtained from the administration account is utilized in Google Sheets to further share the information. The proposed work composes a code for an individual to enlist and, in the wake of selecting the individual, they need to enter their Gmail ID. Subsequent to entering the Gmail ID, it will consequently produce an OTP for the given Gmail, and it will get refreshed in Google sheets. Likewise, once the individual is enlisted, it can just run day by day to observe whether the individual is going to the course or not. Moreover, this research study has developed a mobile application to make it more convenient.","","978-1-6654-1028-1","10.1109/ICCMC53470.2022.9753980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753980","Face recognition;convolutional neural network (CNN);Open Source Computer Vision Library;Google cloud;JSON file","Cloud computing;Computer vision;Technological innovation;Face recognition;Neural networks;Production;Organizations","","3","","12","IEEE","13 Apr 2022","","","IEEE","IEEE Conferences"
"Figure Drawing Method Based on Human Motion Using Pictogramming","K. Ito","School of Social Informatics, Aoyama Gakuin University, Kanagawa, Japan","2019 IEEE International Conference on Engineering, Technology and Education (TALE)","15 Oct 2020","2019","","","1","6","We have been implementing a programming tool for novices called “Pictogramming,” which has been released on the web. In this application, parts of a human-shaped pictogram can be moved using a command sequence called the “Pictogram Animation Command.” The application also enables the drawing of the movement history of a body and this drawing is called the “Pictogram graphics”, which is similar to turtle graphics. This paper presents extend “Pictogram graphics” to draw using the movement history of specified body parts, called “Human Motion Drawing”. Through this method, various figures can be drawn by sequentially or concurrently combining certain simple commands. We conduct the some lessons with 2-class of 80 second-year junior high school students to evaluate the effectiveness of this method by SD (Semantic Differential) scale method and analyzing free form text. We found the result of the lesson which learned by this proposed method was well as rest of lessons.","2470-6698","978-1-7281-2665-4","10.1109/TALE48000.2019.9225857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9225857","Figure drawing;pictogram;programming;syntonic learning","Animation;Programming profession;Cognition;Shape;Safety","","2","","15","IEEE","15 Oct 2020","","","IEEE","IEEE Conferences"
"Environmental monitoring system in incubators for newborns","C. S. Bosoc; G. Suciu; A. M. Drăgulinescu","Research & Development, BEIA Consult International, Bucharest, Romania; Research & Development, BEIA Consult International, Bucharest, Romania; University Assistant, Politehnica University of Bucharest, Bucharest, Romania",2019 22nd International Symposium on Wireless Personal Multimedia Communications (WPMC),"19 May 2020","2019","","","1","4","This article describes the design of a system that implements the temperature and humidity monitoring function of the incubators for newborns. The design circuit will contain a resistive temperature sensor connected in a bridge configuration and a capacitive humidity sensor. For the data to be read by the microcontroller, a signal conditioning block will be designed to amplify the outputs of the two sensors and bring them into the input range of the analog-to-digital converter. USB heating elements will be used to adjust the temperature. An 8-bit ATMEL family microcontroller will be used and the program will be developed using the Code Vision AVR compiler. In order to validate the data, a comparison will be made between the monitoring system described above and a LIBELIUM Smart Environment plate containing calibrated sensors that provide very good temperature and humidity values based on a set sampling frequency. The development environment for the LIBELIUM is ARDUINO, which will send the data over the Wi-Fi network using the MQTT protocol to a SQL database with a Grafana web interface for viewing. In order to alert medical staff to exceeding the range of temperature or humidity values, I will also implement a code to send email alerts from the Grafana web interface that communicates with LIBELIUM Smart Environment.","1882-5621","978-1-7281-5419-0","10.1109/WPMC48795.2019.9096161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9096161","Sensors;Temperature;Humidity;Libelium","Pediatrics;Humidity;Temperature sensors;Monitoring;Temperature measurement;Temperature;Microcontrollers","","2","","13","IEEE","19 May 2020","","","IEEE","IEEE Conferences"
"Monitoring and Warning of Flooding Conditions Using IoT Based System","N. Ashokkumar; V. Arun; S. Prabhu; V. Kalaimagal; D. Srinivasan; B. Shanthi","Department of Electronics and Communication Engineering, Mohan Babu University, Tirupati, India; Department of Electrical and Electronics Engineering, Mohan Babu University, Tirupati, India; Department of Electrical and Electronics Engineering, Mohan Babu University, Tirupati, India; RLE Motors Pvt.Ltd, Tamilnadu, Iindia; Department of Computer and Communication Engineering, Sri Eshwar College of Engineering, Coimbatore, India; Centralized Instrumentation and Service Lab, Annamalai University, Tamilnadu, India",2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),"5 May 2023","2023","1","","1199","1203","To be sure, flooding is one of the most devastating natural calamities that needs to be addressed. It has widespread repercussions for the economy and has caused many deaths. Lack of warning causes a great deal of annual mortality. This study employed the NodeMCU, ultrasonic sensors, and other sensors to detect and measure the depths of flood waters. Here, we measure changes in the river's level with the help of an ultrasonic HC-SR04 sensor and a NodeMCU ESP8266 Microcontroller. The information after processing will be sent to the ThingSpeak IoT Cloud Platform. With this method, river levels may be tracked graphically from any location. The circuit's software was programmed using the Arduino IDE and uploaded to the Arduino microcontroller's memory. The study concluded that the proposed sensor could precisely determine the location of an incoming object and present that information as a distance on the ThingSpeak Cloud Platform. Concurrently, the sensor shows off LED indicators for your eyes to feast over. Based on data from an Arduino Uno, this system uses the Internet of Things to issue warnings to the proper authorities ahead of time of any impending floods.","2575-7288","979-8-3503-9737-6","10.1109/ICACCS57279.2023.10112930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10112930","Arduino;NodeMCU;IoT;Flood warning system;ThingSpeak","Cloud computing;Ultrasonic variables measurement;Microcontrollers;Acoustics;Software;Sensor systems;Sensors","","2","","13","IEEE","5 May 2023","","","IEEE","IEEE Conferences"
"Hybrid soft computing approach for energy efficiency in cloud computing","K. P. Jasuja; K. Kaur","Department of Computer Science, Bhai Maha Singh College of Engineering, Muktsar; Department of Computer Science, Bhai Maha Singh College of Engineering, Muktsar",2016 International Conference on Communication and Electronics Systems (ICCES),"30 Mar 2017","2016","","","1","4","In the recent years, the extensive use of cloud computing in IT industry has led to excessive consumption of energy in the data centers, which of course, has become a matter of thought. To save energy in cloud data centers, dynamic virtual machine consolidation can be thought of one of the best methods. In this approach, some of the under-loaded physical machines (PMs)are put either into low-power mode or are switched-off with the help of live migration of Virtual Machines(VMs). But the number of migrations may also produce more Carbon dioxide emissions and indirectly much energy is consumed. To avoid this situation, clustering of PMs can be done and these clusters can be assigned to the respective consolidation managers. Consolidation of VM is strictly NP-hard problem, so, we are using the hybrid of metaheuristic optimization algorithms. The hybrid of algorithms is expected to produce better results in terms of number of migrations and energy consumption. This hybrid canbe implemented using various tools like CloudSim embedded with either Eclipse IDE or Netbeans.","","978-1-5090-1066-0","10.1109/CESYS.2016.7889945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889945","Energy Efficiency;Green Cloud Computing /Soft Computing;Dynamic VM Consolidation;Hybrid","Cloud computing;Heuristic algorithms;Power demand;Virtual machining;Algorithm design and analysis;Energy efficiency;Optimization","","2","","15","IEEE","30 Mar 2017","","","IEEE","IEEE Conferences"
"Live Emoji: A Live Storytelling VR System with Programmable Cartoon-Style Emotion Embodiment","Z. Zhao; F. Han; X. Ma","Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",2019 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR),"27 Dec 2019","2019","","","251","2511","We introduce a novel cartoon-style hybrid emotion embodiment model for live storytelling in virtual reality (VR). It contains an avatar with six basic emotions and an auxiliary multimodal display to enhance the expression of emotions. We further design and implement a system to teleoperate the embodiment model in VR for live storytelling. Specifically, 1) we design a novel visual programming tool that allows users to customize emotional effects based on the emotion embodiment model; 2) we design a novel face tracking module to map presenters' emotional states to the avatar in VR. Our web-based implementation makes the application easy to use. This is an accompanying paper extracted from [1] for the demo session in IEEE AIVR 2019.","","978-1-7281-5604-0","10.1109/AIVR46125.2019.00057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8942384","Emotion embodiment;Social presence;Avatar;Storytelling;Education;Visual programming","Avatars;Visualization;Tools;Solid modeling;Programming;Resists","","2","","13","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
"An Open Source Framework Based Unmanned All-Terrain Vehicle(U-ATV) for Wild Patrol and Surveillance","M. Zhu; H. Wang; P. Li; J. Liu","Institute of Robotics and Automatic Information System, Nankai University, Tianjin; Institute of Robotics and Automatic Information System, Nankai University, Tianjin; Institute of Robotics and Automatic Information System, Nankai University, Tianjin; Institute of Robotics and Automatic Information System, Nankai University, Tianjin","2018 IEEE 8th Annual International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)","11 Apr 2019","2018","","","1000","1005","Patrol and Surveillance could be dangerous and arduous in ecological environment protection. In this paper, we presents a new design of unmanned all-terrain vehicle (U-ATV) system based on open source framework. According to bottom-up design principles, this system consists four layers: robot body layer, data service layer, cloud service layer, user interaction layer. The open source based linux OS is deployed in both robot system and cloud system. The U-ATV robot is driven by ROS kinematic engine. The perception information from many kinds of sensing devices is collected by C++/Python interfaces. The user interaction is realized by QT based cross-platform IDE software. The experiments demonstrate the feasibility and effectiveness of this design based on a hard-in-Ioop robotic driving and operation testing platform.","2379-7711","978-1-5386-7057-6","10.1109/CYBER.2018.8688044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8688044","unmanned all-terrain vehicle system;open source framework;ROS;cross-platform","","","1","","19","IEEE","11 Apr 2019","","","IEEE","IEEE Conferences"
