title|abstract|keywords|released|link
^Toward full elasticity in distributed static analysis: The case of callgraph analysis^|^In this paper we present the design and implementation of a distributed, whole-program static analysis framework that is designed to scale with the size of the input. Our approach is based on the actor programming model and is deployed in the cloud. Our reliance on a cloud cluster provides a degree of elasticity for CPU, memory, and storage resources. To demonstrate the potential of our technique, we show how a typical call graph analysis can be implemented in a distributed setting. The vision that motivates this work is that every large-scale software repository such as GitHub, BitBucket or Visual Studio Online will be able to perform static analysis on a large scale. We experimentally validate our implementation of the distributed call graph analysis using a combination of both synthetic and real benchmarks. To show scalability, we demonstrate how the analysis presented in this paper is able to handle inputs that are almost 10 million lines of code (LOC) in size, without running out of memory. Our results show that the analysis scales well in terms of memory pressure independently of the input size, as we add more virtual machines (VMs). As the number of worker VMs increases, we observe that the analysis time generally improves as well. Lastly, we demonstrate that querying the results can be performed with a median latency of 15 ms. © 2017 Association for Computing Machinery.^|^Development environments and tools; Distributed and concurrent systems; Parallel; Performance and scalability; Program analysis; Program comprehension and visualization^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030789792&doi=10.1145%2f3106237.3106261&partnerID=40&md5=53024cde479bc0578d57ffea8ca70863^
^Quality of Service Models for Microservices and Their Integration into the SWITCH IDE^|^As demands on new software increase, new approaches are needed to help developers ensure Quality of Service (QoS) for their offered service. In this paper we present a QoS modeling approach that complements and extends the standard microservice and component-based software engineering tools by giving the software engineer information on what Non-Functional Requirements (NFRs) and quality constraints have critical influence on QoS. This concept extends the co-programing concept of programing the software and infrastructure with the ability to do this in a more informed manner. The result of this are Qualitative Metadata Markers (QMM) that provide guidelines for changing the infrastructure that can be used by humans or specialized decision-making algorithms. © 2017 IEEE.^|^Cloud computing; microservices; QoS model; software engineering^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035207856&doi=10.1109%2fFAS-W.2017.150&partnerID=40&md5=33b6a8ed153a88820291e9afb08ecbaa^
^Metadata-based code example embedding^|^In practice, developers usually seek different ways to save time and effort. Thus, they use different tools (such as search engines, issue tracking, or Q&A sites) to collaborate and find code examples that meet their specific needs. However, such tools only support the traditional find-alter-embed approach of code examples while ignoring the origin and location of these sources. Such information can be very useful to assist software development tasks such as bug-fixing, teamwork, and knowledge transfer, through direct notification of critical changes made to the code example, or access to the original source including its discussions, issues, and bug reports. In this paper, we propose a new approach that consists of collecting meta information about a code example to automatically track critical changes to it and its origin and provide feedback to both developers and the online community. We report on our vision, approach and challenges, and draft a software architecture to implement our research idea. © 2017 Association for Computing Machinery.^|^Code Example Embedding; Collaborative Software Development; Development Environment; Mining Software Repositories; Software process^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052872504&doi=10.1145%2f3121257.3121258&partnerID=40&md5=733af6942d71d63456ed8fd187ae2386^
^Automated risk identification using NLP in cloud based development environments^|^In typical software development practice, the risk assessment is not being done in an integrated manner along with the SDLC life cycle. Mostly, risk assessment is a reactive process carried out either during the deployment process or during the evaluation of software for business. Humans are involved in the risk assessment process which is time consuming, error prone and expensive. The risks identified is also not immediately reflected upon the various people in the software development value chain. This causes the churning rate to find or alleviate risks in the future. In typical SDLC, risks may be developed while coding and it may be evident and would takes different shape as different version of the software gets updated over a period of time. Security aspects of the software solution depends on the code which needs to be consistently tracked on a continuous basis to monitor changes and its related risks, without which vulnerabilities and weakness identification will be reactive. It is always essential to identify risks based on the experience from others that is where the use of risk assessment frameworks would be handy along with vulnerability and weakness database such as common weakness enumeration, common vulnerability enumeration and Exploit DB. In this paper, NLP is implemented using deep learning techniques. This paper addresses the need for automated risk assessments with the help of NLP to auto identify the risks on the analysis of weakness and vulnerabilities. © 2017 Springer-Verlag Berlin Heidelberg^|^Deep learning; NLP; Risk assessment; Risk identification; Vulnerabilities; Weakness^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044236308&doi=10.1007%2fs12652-017-0503-7&partnerID=40&md5=aa6631c86744d2dbfde4902862947899^
^Integration of static worst-case execution time & stack usage analysis for embedded systems software in a cloud-based development environment^|^New applications relying on embedded systems technologies often come with an increased number of features and functionalities. For instance, improved safety, reliability, usability or reduced power consumption are commonly encountered aspects. Those in turn, however, come usually at the cost of increased complexity. Managing the latter can become challenging, especially when looking at (worst-case) execution times or memory usage of embedded systems. In particular, many applications, e.g., safety-critical or real-time applications, require knowledge about the worst-case execution time and stack usage to make a clear statement on important system parameters such as the overall performance or schedulability with regard to critical deadlines. Assessing these properties require elaborate tool support and profound knowledge and skills of the developers. In this paper, an evaluation of static analysis tools and the required steps to integrate these in a existing development environment is presented. The toolchain is either considered to be offline or deployed within a cloud-based integrated development environment. The cloud-approach enables ubiquitous access to the results and a unique visualization across multiple platforms. Additionally, the results are demonstrated along with a small use case. © Copyright 2017 ASME.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035055023&doi=10.1115%2fDETC2017-67402&partnerID=40&md5=1638fcf63bc77b1db2fb0a7333328d32^
^Ontology testing based on requirements formalization in collaborative development environments^|^In the last years, ontologies are commonly developed in collaborative environments where there are several experts involved in the development process. When the ontology engineers deliver an ontology the users expect a complete ontology which fulfils all the requirements they ask for. However, in most cases the ontology engineers cannot prove this completeness, as they did not carry out any testing process. Adopting testing as an activity in ontology development will lead to an improvement on the quality of ontologies regarding its completeness, as they are going to be tested before its publication. In the PhD proposed, we introduce an ontology testing framework whose aim is to assure both ontology engineers and users the completeness of an ontology.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033703332&partnerID=40&md5=d71601f60afd1bac3d037a47d5a72fb7^
^Flexible Programming Tool Enabling Synergy between Human and Robot^|^This paper discusses a method for flexible robot programming and execution control, through the enablement of human-robot collaborative tasks. This method considers data that are initially generated, in an offline programming tool and are corrected online by considering feedback from force and vision sensors. A number of tasks are dynamically assigned to both human and robot resources. The user tests the programming result via an external control system. The initially assigned tasks can be re-assigned online. The method has been implemented, at the top of ROS, as an android application and has been applied to automotive and aeronautics industries for the execution of screwing and insert operations. © 2017 The Authors^|^human robot collaboration; human robot interaction; offline program generation; robot programming; ROS^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029877998&doi=10.1016%2fj.promfg.2017.07.131&partnerID=40&md5=cb07859e873bef038e285b1f37f4f9a1^
^Luna Moth A Web-based Programming Environment for Generative Design^|^Current Generative Design (GD) tools require installation and regular updates. On top of that, programs that are created using them are stored as files, which have to be moved and shared manually with others. On the other hand, web applications are accessible using just a web browser and they can also store information remotely, meaning that it does not need to be moved and is easily shared with others. Consequently, GD tools should also be available as web applications to get the same functionality. We present Luna Moth, an IDE for GD available from the web that shows the relationship between a program and its results and integrates into the architect's workflow. Then, we give examples where Luna Moth's features help the architect during the programming process. Finally, we compare Luna Moth's performance with other IDEs, namely, Grasshopper, OpenJSCAD, and Rosetta. © 2017, Education and research in Computer Aided Architectural Design in Europe. All rights reserved.^|^Design tool integration; Generative Design; Web application^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068381359&partnerID=40&md5=1fcb96f682930b8656c69414b981336e^
^XLogoOnline: A single-page, browser-based programming environment for schools aiming at reducing cognitive load on pupils^|^For more than twelve years, our chair has been introducing primary school children to algorithmic thinking by teaching them how to program in Logo. The key element of the proposed didactic approach consists in reducing the extraneous cognitive load on the pupils. We developed and stepwise refined the required teaching materials that allow for introducing only a few instructions in a programming language, which is gradually extended simply relying on modular design. XLogoOnline is our new browser-based, single-page programming environment for schools which is perfectly attuned to our curriculum. We argue that the platform reduces the extraneous cognitive load on the pupils thanks to a heavily-simplified workflow, appropriate for young children, and present evaluations that confirm high usability and acceptance across ages. © Springer International Publishing AG 2017.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036621098&doi=10.1007%2f978-3-319-71483-7_18&partnerID=40&md5=b5464e1b1808380c525c1cd95e04c93d^
^Harmonik = ++(Web IDE)^|^IDE (Integrated Development Environment) that is needed by developers to write sourcecode for computer programming is also starting to shift from desktop to web platform. As implemented in the cloud, Web IDE (WIDE) can be accessed online through browsers and on mobile devices. WIDE takes many advantages and becomes popular in recently years. Unfortunately, there is no tool found yet in currently WIDE to support translating novice programmers' algorithm into programming language before they become experts in techniques of writing computer programs. This study goal is to design a tool to support novice programmers' early learning of programming before they step into coding, compiling, running, and debugging in WIDE. Software development method used in this study is Rational Unified Process (RUP). Conclusion of this study is block-code tool can help novice programmers to learn programming language in early phase, and motivate them better. © 2017 The Authors. Published by Elsevier B.V.^|^Browser IDE; Cloud IDE; Integrated Development Environment; Mobile IDE; Online IDE; Web IDE^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040021777&doi=10.1016%2fj.procs.2017.10.044&partnerID=40&md5=b475c213d508452158db158b8de3b506^
^Interconnected Linguistic Architecture^|^The context of the reported research is the documentation of software technologies such as object/relational mappers, web-application frameworks, or code generators. We assume that documentation should model a macroscopic view on usage scenarios of technologies in terms of involved artifacts, leveraged software languages, transformation and conformance relationships, I/O behavior, and others. In previous work, we referred to such documentation also as ‘linguistic architecture’. The corresponding models may also be referred to as ‘megamodels’ while adopting this term from the technological space of modeling/modeldriven engineering. This work is an inquiry into making such documentation more useful by means of connecting (mega)models, systems, and developer experience in several ways. To this end, we adopt an approach that is primarily based on prototyping (i.e., implementation of a megamodeling infrastructure with all conceivable connections) and experimentation with showcases (i.e., documentation of concrete software technologies). The knowledge gained by this research is a notion of interconnected linguistic architecture on the grounds of connecting primary model elements, inferred model elements, static and runtime system artifacts, traceability links, system contexts, knowledge resources, plugged interpretations of model elements, and IDE views. A corresponding suite of aspects of interconnected linguistic architecture is systematically described. As to the grounding of this research, we describe a literature survey which tracks scattered occurrences and thus demonstrates the relevance of the identified aspects of interconnected linguistic architecture. Further, we describe the MegaL/Xtext+IDE infrastructure which realizes interconnected linguistic architecture. The importance of this work lies in providing relatively formal, ontologically rich, navigable, and verifiable documentation of software technologies, thereby helping developers to better understand how to use technologies in new systems (prescriptive mode) or how technologies are used in existing systems (descriptive mode). © Johannes Härtel, Lukas Härtel, Marcel Heinz, Ralf Lämmel, and Andrei Varanovich.^|^Documentation; IDE; Linguistic architecture; MegaL; Megamodeling; Ontology engineering; Software technology; Traceability; Xtext^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041436759&doi=10.22152%2fprogramming-journal.org%2f2017%2f1%2f3&partnerID=40&md5=a538204349afa2cc85d764fd53278036^
^Exside: Component based object oriented expert system’s integrated development environment^|^This paper describes the design and development of a component-based object oriented Expert System's Integrated Development Environment (ExSIDE). It is integrated with (i) a user-friendly manual and automated knowledge acquisition and management tool (ExSIDE_KAMT);(ii) an independent and customizable runtime module (ExSIDE_RTM); (iii) an object-oriented in-process Component Object Model (COM)-based inference engine (ExSIDE_IE); (iv) an object-oriented out-of-process COM-based inference engine (ExSIDE_IESvr); (v) and a PHP based inference engine (ExSIDE_PHP). ExSIDE_RTM can function independently as an Expert System Shell (ESS) and helps user to develop Expert Systems rapidly. ExSIDE_IE and ExSIDE_IES can be integrated with COM-supporting general purpose and scientific application development tools such as variants of C/C++/C#, BASIC (Visual BASIC®, REALbasic®), Java, MATLAB®, LabVIEW®, and Mathematica® to develop more advanced Expert Systems. Finally, ExSIDE_IE and ExSIDE_PHP can be used with Active Server Pages (ASP) and PHP technologies to generate web based Expert Systems. The unique framework of the ExSIDE enables rapid development of Expert Systems' on PC and web for technical and non-technical users. The overall system was developed successfully, and its usability was demonstrated via five unique Expert Systems case studies discussed in this paper. © 2017, Politeknik Negeri Padang. All rights reserved.^|^COM Components; Decision Tree; Expert System; Object Oriented^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090272192&doi=10.30630%2fjoiv.1.3.27&partnerID=40&md5=26f9ba131238f375cd15e9a33c01ca27^
^Work in progress: Identifying and analyzing original projects in an open-ended blocks programming environment^|^Tens of millions of people have used online blocks programming environments like App Inventor to learn how to program and build personally meaningful programs and apps. We want to improve blocks programming environments and pedagogies by using learning analytics to identify common problems and then address them. For most users, there is no information about which projects are original (built from scratch by individuals or groups based on their own ideas and current programming skills) vs. unoriginal (based on tutorials, class exercises, etc.). To understand what App Inventor users are learning and what misconceptions they have, we need to filter out unoriginal projects and focus on original ones. Here we describe two key aspects of our work in progress towards this goal. First, we have developed feature-vector representations of App Inventor projects that formalize a notion of structural similarity between them. This representation facilitates filtering out unoriginal work like tutorials and can be used within a group of learners to distinguish classroom activities from original projects. Second, we have developed a graph clustering technique based on project creation timestamps to discover groups of App Inventor users that appear to be taking a course together - essential information for distinguishing original vs. unoriginal work that is not explicitly represented in our datasets.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029593186&doi=10.18293%2fDMSVLSS2017-021&partnerID=40&md5=d63f30efc90dbece91be3479d74d62c9^
^A formal modeling tool for exploratory modeling in software development^|^The software development process is front-loaded when formal specification is deployed and as a consequence more problems are identified and solved at an earlier point of time. This places extra importance on the quality and efficiency of the different formal specification tasks. We use the term "exploratory modeling" to denote the modeling that is conducted during the early stages of software development before the requirements are clearly understood. We believe tools that support not only rigorous but also flexible construction of the specification at the same time are helpful in such exploratory modeling phases. This paper presents a web-based IDE named VDMPad to demonstrate the concept of exploratory modeling. VDMPad has been evaluated by experienced professional VDM engineers from industry. The positive evaluation resulting from such industrial users are presented. It is believed that flexible and rigorous tools for exploratory modeling will help to improve the productivity of the industrial software developments by making the formal specification phase more efficient. © 2017 The Institute of Electronics, Information and Communication Engineers.^|^Formal specification; Integrated development environment; Lightweight formal methods; VDM^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020112825&doi=10.1587%2ftransinf.2016FOP0003&partnerID=40&md5=bc63c510e8e40d54e62cc302c3b54e63^
^Supporting comprehension of unfamiliar programs by modeling cues^|^Developers need to comprehend a program before modifying it. In such cases, developers use cues to establish the relevance of a piece of information with a task. Being familiar with different kinds of cues will help the developers to comprehend a program faster. But unlike the experienced developers, novice developers fail to recognize the relevant cues, because (a) there are many cues and (b) they might be unfamiliar with the artifacts. However, not much is known about the developers’ choice of cue. Hence, we conducted two independent studies to understand the kind of cues used by the developers and how a tool influences their cue selection. First, from our user study on two common comprehension tasks, we found that developers actively seek the cues and their cue source choices are similar but task dependent. In our second exploratory study, we investigated whether an integrated development environment (IDE) influences a developer’s cue choices. By observing their interaction history while fixing bugs in Eclipse IDE, we found that the IDE’s influence on their cue choices was not statistically significant. Finally, as a case in point, we propose a novel task-specific program summarization approach to aid novice developers in comprehending an unfamiliar program. Our approach used developers cue choices to synthesize the summaries. A comparison of the synthesized summaries with the summaries recorded by the developers shows both had similar content. This promising result encourages us to explore task-specific cue models, which can aid novice developers to accomplish complex comprehension tasks faster. © 2016, Springer Science+Business Media New York.^|^Cues; Developer interaction; Information scent; Integrated development environment; Program comprehension; Summarization^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954349706&doi=10.1007%2fs11219-015-9303-5&partnerID=40&md5=3874f065d7f6619d92316ddf9e413f3d^
^Evaluation of formal IDEs for human-machine interface design and analysis: The case of CIRCUS and PVSio-web^|^Critical human-machine interfaces are present in many systems including avionics systems and medical devices. Use error is a concern in these systems both in terms of hardware panels and input devices, and the software that drives the interfaces. Guaranteeing safe usability, in terms of buttons, knobs and displays is now a key element in the overall safety of the system. New integrated development environments (IDEs) based on formal methods technologies have been developed by the research community to support the design and analysis of high-confidence human-machine interfaces. To date, little work has focused on the comparison of these particular types of formal IDEs. This paper compares and evaluates two state-of-the-art toolkits: CIRCUS, a model-based development and analysis tool based on Petri net extensions, and PVSio-web, a prototyping toolkit based on the PVS theorem proving system. © 2017, Open Publishing Association. All rights reserved.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018922533&doi=10.4204%2fEPTCS.240.1&partnerID=40&md5=d5ab1ded84bb27d65ca04531cd6e0f0f^
^Secure multi-agent integrated password management (MIPM) application^|^Rapid development of the Internet and increasing number of available Web applications require users to memorize the passwords for authentication. Password management system is a solution to store login information such as password and help users to log in automatically. In preventing from password leaking, this project was integrated with the multi-agents using Java Agent Development Environment (JADE). The purpose of the embedded agents is act as the third party software to ease the encryption process. The application agent sends data to Crypto Agent using Agent Communication Language (ACL) message, a method of communication between agents. Upon receiving, crypto agent encrypts the data using AES 128-bit encryption algorithm. AES will facilitate the process of the encryption and decryption, and withstand the application from the brute force attack. As whole, MIPM is a development on android application that provide secure platform to store their login account information such as their username, emails and passwords. While, the implementation of the multi-agent communication in this project can be expanded to be commercialize for any web applications development.^|^AES encryption; Java agent development environment; Multi-agent; Password management^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032950059&partnerID=40&md5=8f1924e1ba0d338d58a060aa72cf6826^
^Demo: Formalization IDEs integrated with a verifying compiler^|^This demonstration will illustrate both a web-And desktop-based formalization IDE (F-IDE) that are backed by a verifying compiler for the RESOLVE specification and programming language. Each IDE we demo supports construction of mathematical developments, formal interface specifications of generic, object-based concepts, and alternative implementations annotated with internal assertions to enable verification. While the first portion of the demo will illustrate the language and verification in the context of the webbased environment, the second half will demonstrate features of a newer desktop-based IDE that provides additional modern IDE amenities beyond those offered by the web-based version. Each IDE we present integrates feedback for mathematical and programmatic type checking, proving, among others, and permit users to generate and run executable, property-preserving Java. © 2017 ACM.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026429106&doi=10.1145%2f3098572.3098580&partnerID=40&md5=630158270e9771bb6a1450748cd7394f^
^IDEArq-C14: A Spatial Data Infrastructure for the Radiocarbon Chronology of Iberian Recent Prehistory; [IDEArq-C14: Una Infraestructura de Datos Espaciales para la cronología radiocarbónica de la Prehistoria Reciente ibérica]^|^IDEArq is an information system designed for the dissemination of archaeological data on the Internet through its geospatial dimension under open access conditions. IDEArq is a Spatial Data Infrastructure (IDE), an open-source georeferenced information distribution platform designed according to international standards and norms. The data can be consulted through a web service from different applications (web browsers, GIS software) and through the cartographic visualizer of the IDEArq geoportal. IDEArq-C14 is integrated in IDEArq. It is a file of radiocarbon dating from archaeological sites in the Iberian Peninsula. The chrono-cultural scope of the data ranges from the Epipaleolithic / Mesolithic to the Iron Age, although it includes previous (Paleolithic) or later (Roman and Medieval) dates for deposits that also present these phases of occupation. The dating is accessible through the sites to which they are linked. Each site is georeferenced and described by a series of basic attributes (place name, administrative units, chrono-cultural and typological descriptors, general description). In turn, the data belonging to it are shown in list form, with the following attributes: laboratory acronym, BP date with standard deviation, material, method of measurement, stratigraphic context and observations.^|^^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040519334&partnerID=40&md5=2271bc6b090ab5e843731bc3f4d01578^
^KSD: An ontology-driven yet semantically transparent application development tool^|^To come up with a semantic web application, it requires skills from two major backgrounds: (a) domain experts to model and populate a semantic knowledge base; and (b) application developers to understand the domain ontology and then build an interface for end users. Learning and using such tools is an overhead and slows down the development process. To address these problems, our paper proposes KSD - Knowledge Serializer and De-serializer tool, that takes an ontology as an input and represents it in a structured form (like JSON, XML) while preserving the underlying semantic information. This format is adaptable to the changes in the underlying ontology and can be used to create user interface, web services and other application modules. © Springer International Publishing AG 2017.^|^Ontology-driven user interface; Semantic data processing; Semantic user interface; Serialization^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018529576&doi=10.1007%2f978-3-319-55961-2_23&partnerID=40&md5=0d3a1f256382e3f99657342eae5eb825^
^Recommendflow: Use topic model to automatically recommend stack Overflow Q&A in IDE^|^Developers often look information in the web during software development and maintenance. That means they spend time to formulate query, retrieve documents and process the results from many sources of information. Stack Overflow, one of the most popular question and answer sites and the most important information sources for developers, has become one of the most important information sources for developers. In this paper, we proposed a new approach that use LDA model and Q&A meta-information to automatically generate query from code context and recommend the retrieval Q&A to developers. We implemented the approach in Recommendflow, an Eclipse plugin. We considered one existing recommendation model as baseline and conducted an experiment to compare our approach with baseline. Our experiment on the test data set shows that LDA-based model outperforms existing Stack Overflow recommendation model. © 2017, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.^|^Crowd knowledge; Q&A; Recommend system; Software development; Topic model^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021733647&doi=10.1007%2f978-3-319-59288-6_50&partnerID=40&md5=f50d40f111a2cfb8f208134c47912b4c^
^An overview of the U.S. Army Research Laboratory's Sensor Information Testbed for Collaborative Research Environment (SITCORE) and Automated Online Data Repository (AODR) capabilities^|^The Sensor Information Testbed COllaberative Research Environment (SITCORE) and the Automated Online Data Repository (AODR) are significant enablers of the U.S. Army Research Laboratory (ARL)'s Open Campus Initiative and together create a highly-collaborative research laboratory and testbed environment focused on sensor data and information fusion. SITCORE creates a virtual research development environment allowing collaboration from other locations, including DoD, industry, academia, and collation facilities. SITCORE combined with AODR provides end-toend algorithm development, experimentation, demonstration, and validation. The AODR enterprise allows the U.S. Army Research Laboratory (ARL), as well as other government organizations, industry, and academia to store and disseminate multiple intelligence (Multi-INT) datasets collected at field exercises and demonstrations, and to facilitate research and development (R and D), and advancement of analytical tools and algorithms supporting the Intelligence, Surveillance, and Reconnaissance (ISR) community. The AODR provides a potential central repository for standards compliant datasets to serve as the "go-to" location for lessons-learned and reference products. Many of the AODR datasets have associated ground truth and other metadata which provides a rich and robust data suite for researchers to develop, test, and refine their algorithms. Researchers download the test data to their own environments using a sophisticated web interface. The AODR allows researchers to request copies of stored datasets and for the government to process the requests and approvals in an automated fashion. Access to the AODR requires two-factor authentication in the form of a Common Access Card (CAC) or External Certificate Authority (ECA) © COPYRIGHT SPIE.^|^algorithm development environment; Amazon Web Services; AODR; Cloud computing; database; HDF5 format; MMSDB; sensor information testbed; signature data; SITCORE^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022204686&doi=10.1117%2f12.2267309&partnerID=40&md5=1e9670bf545fa1e13054a3b77004c425^
^Survey on compatibility issues in cross platform mobile applications using development tools^|^Mobile devices and mobile computing have made tremendous advances and become ubiquitous in the last few years. As a result, the landscape has become seriously fragmented which brings lots of challenges for the mobile development process. Whilst native approach of mobile development still is the predominant way to develop for a particular mobile platform, recently there is shifting towards cross-platform mobile development as well. In this thesis, a survey of the literature has been performed to see the trends in cross platform mobile development over the last few years. With the result of the survey, it is argued that the web-based approach and in particular, hybrid approach, of mobile development serves the best for cross-platform development. Using the hybrid approach, a prototype application has also been developed and built into native application for different platforms. This has helped to get a better insight about the domain of cross-platform mobile development and its main advantage of the unification of the development and testing process. The results of this work indicate that even though cross platform tools are not fully matured they show great potential and reduce the cost associated in developing native mobile applications. Cross-platform mobile development is equally suitable for rapid development of high-fidelity prototypes of the mobile application as well as fairly complex, resource intensive mobile applications on its own right. As the upcoming future trends and the evolution of HTML5 continues to redefine the web, allowing its growth as a software platform, there remains great opportunities for cross-platform mobile development and hence provides an attractive alternative for the native mobile development. © 2017, Institute of Advanced Scientific Research, Inc. All rights reserved.^|^Compatibility; Cross platform; Cross platform tools; Mobile platform^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028761771&partnerID=40&md5=a657f785705075e959afff6eadff6b44^
^Skramble: An embeddable python programming environment for use in learning systems^|^Computing has recently been introduced as a core subject in British schools, meaning that children need to learn computer programming. Teachers have to be prepared to deliver the new curriculum and children need the correct environment and support to succeed. This paper discusses TuringLab, a challenge-based learning system for the Python programming language and proposes Skramble, an embeddable Python programming environment for use within existing learning systems. TuringLab has been used to teach children how to programme at a number of volunteer-led coding clubs. Children engaged well with the system, and the volunteers, who acted as teachers in these sessions, found it an extremely valuable educational tool. Skramble is an open source environment and is designed to abstract functionality such as code execution, error handling, syntax analysis, code testing, output capture and package management: allowing this feature-rich environment to be easily integrated into existing learning systems. © Springer International Publishing AG 2017.^|^Computer programming; Information technology; Online learning; Open source; Python programming^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028329921&doi=10.1007%2f978-3-319-63184-4_11&partnerID=40&md5=ca73c633337e56a95eee3ed750a2377e^
^XOOM: An end-user development tool for web-based wearable immersive virtual tours^|^XOOM is a novel interactive tool that allows non ICT-specialists to create web-based applications of Wearable Immersive Virtual Reality (WIVR) technology that use 360° realistic videos as interactive virtual tours. These applications are interesting for various domains that range from gaming, entertainment, cultural heritage, and tourism to education, professional training, therapy and rehabilitation. 360° interactive videos are displayed on smartphones placed on head-mounted VR viewers. Users explore the virtual environment and interact with active elements through head direction and movements. The virtual scenarios can be seen also on external displays (e.g., TV monitors or projections) to enable other users to participate in the experience, and to control the VR space if needed, e.g., for education, training or therapy purposes. XOOM provides the functionality to create applications of this kind, import 360° videos, concatenate them, and superimpose active elements on the virtual scenes, so that the resulting environment is more interactive and is customized to the requirement of a specific domain and user target. XOOM also supports automatic data gathering and visualizations (e.g., through heat-maps) of the users’ experience, which can be inspected for analytics purposes, as well as for user evaluation (e.g., in education, training, or therapy contexts). The paper describes the design and implementation of XOOM, and reports a case study in the therapeutic context. © Springer International Publishing AG 2017.^|^360° videos; Children; Head-mounted display; Virtual tour - end user development - therapy - neurodevelopmental disorder; Wearable immersive virtual reality^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020529976&doi=10.1007%2f978-3-319-60131-1_36&partnerID=40&md5=2bca8a3e401cfd2baf3329bfe474fcb0^
^Improved developer support for the detection of cross-browser incompatibilities^|^Various tools are available to help developers detect crossbrowser incompatibilities (XBIs) by testing the documents generated by their code.We propose an approach that enables XBIs to be detected earlier in the development cycle by providing support in the IDE as the code is being written. This has the additional advantage of making it clear to the developers where the sources of the problems are and how to fix them. We present wIDE which is an extension to an IDE designed specifically to support web developers. wIDE uses a compatibility knowledge base to scan the source code for XBIs. The knowledge base is extracted automatically from online resources and periodically updated to ensure that the compatibility information is always up-to-date. In addition, developers can query documentation from within the IDE to access descriptions and usage examples of code statements. We report on a qualitative user study where developers provided positive feedback about the approach, but raised some issues to address in future work. © Springer International Publishing AG 2017.^|^Compatibility; Documentation; IDE; Testing; Web applications^|^2017^|^https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020552561&doi=10.1007%2f978-3-319-60131-1_15&partnerID=40&md5=8787ad696c9e580d79518e764aa3ff98^
^JavaScript applications for CS0/CS1: Getting hands-on with code.org’s app lab (abstract only)^|^App Lab (https://code.org/applab) is Code.org’s rapid-prototyping environment for creating HTML, CSS, and JavaScript-powered web applications. It was created as part of a rich set of instructional resources designed for teachers of the new AP Computer Science Principles (CSP) course. Yet, App Lab far exceeds the needs of CSP, and would be an appropriate learning environment for students in any CS0/CS1 class, even at the university level. App Lab gives novice programmers access to capabilities previously reserved for courses that require sophisticated tech setup and knowledge of both front and backend web development, server-side scripting, databases, etc.Rather than focusing on curriculum, this workshop will focus on how App Lab works as a programming tool in its own right, and how it was designed to aid and motivate student learning. Participants will get hands-on time with some of App Lab’s more advanced features guided by a Code.org product manager, while working with the education team to help understand the educational philosophy that went into its development. Participants will come away with exemplars that highlight App Lab’s possibilities, practice with some of its richer features, and do a hackathon to create something to share with each other (and the world)! Finally, we will end with a discussion about how best to integrate App Lab into existing courses.App Lab was developed as part of collaboration between Code.org and David Bau (Google), creator of PencilCode.net.A laptop is required for this session. All other materials will be provided.^|^web development; programming environment; javascript; cs1; cs0; code.org; app lab^|^2016^|^https://doi.org/10.1145/2839509.2844692^
